track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
South of the Border (feat. Camila Cabello & Cardi B),,No.6 Collaborations Project,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0,0.0865,0.668,97.989,204467,4
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),,Don’t Call Me Angel (Charlie’s Angels),3NkJNL3WqO1Lqc3uNDxvCN,0.643,0.721,1,-5.248,1,0.0449,6.51E-06,0.0898,0.317,102.914,190107,4
Liar,,Liar,7LzouaWGFCy4tkXDOOnEyM,0.74,0.498,11,-6.684,0,0.0456,0.00282,0.319,0.652,98.016,207039,4
So Am I,,So Am I,0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0,0.353,0.607,130.089,183027,4
Easy,,Easy,46D0hYb1B7qiU33VtXt21W,0.574,0.593,4,-5.731,0,0.0463,1.55E-06,0.0966,0.355,128.073,194686,4
Small Talk,,Small Talk,4NmE2ytXI8S2svTRSmEdpO,0.846,0.631,5,-5.547,1,0.1,0,0.455,0.602,115.999,161963,4
Easier,,Easier,4tNXntkAzQ5A2dfYRYGIIQ,0.505,0.428,5,-5.604,1,0.221,0,0.0977,0.618,175.813,157493,4
SOS,,SOS (feat. Aloe Blacc),0n2nEtLP3OzDdi12ziIekx,0.802,0.645,5,-6.181,0,0.0715,0,0.119,0.376,100.001,157202,4
Dancing With A Stranger (with Normani),,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,8,-7.513,1,0.0656,1.97E-06,0.222,0.347,102.998,171030,4
On My Way,,On My Way,4n7jnSxVLd8QioibtTDBDq,0.509,0.689,1,-4.929,0,0.102,0,0.301,0.297,170.087,193798,4
Boy With Luv (feat. Halsey),,MAP OF THE SOUL : PERSONA,5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0,0.192,0.798,119.991,229773,4
Ride It,,Ride It,2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,6.43E-05,0.106,0.884,117.948,157606,4
Living Proof,,Living Proof,1jg9clsGCDqOumfS0X5xm9,0.735,0.514,7,-5.464,1,0.082,0,0.359,0.517,77.566,194440,4
One Thing Right,,One Thing Right,4hPpVbbakQNv8YTHYaOJP4,0.659,0.623,4,-2.253,1,0.0451,0,0.582,0.439,88.042,181824,4
Dance Monkey,,Dance Monkey,1rgnBhdG2JDFTbYkYRZAku,0.825,0.593,6,-6.401,0,0.0988,0.000161,0.17,0.54,98.078,209755,4
Someone You Loved,,Divinely Uninspired To A Hellish Extent,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,1,-5.679,1,0.0319,0,0.105,0.446,109.891,182161,4
Cry for Me,,Cry for Me,40nPimvmG05WYS7983bawZ,0.721,0.805,9,-4.134,0,0.0927,0,0.153,0.653,118.058,189133,4
My Oh My (feat. DaBaby),,Romance,3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,1.29E-05,0.0887,0.383,105.046,170746,4
Truth Hurts,,Cuz I Love You (Deluxe),5qmq61DAAOUaW8AUo8xKhh,0.715,0.624,4,-3.046,0,0.114,0,0.123,0.412,158.087,173325,4
We Don't Talk Anymore (feat. Selena Gomez),,Nine Track Mind,06KyNuuMOX1ROXRhj787tj,0.728,0.563,1,-8.053,0,0.134,0,0.179,0.352,100.017,217707,4
Lover (Remix) [feat. Shawn Mendes],,Lover (Remix) [feat. Shawn Mendes],3i9UVldZOE0aD0JnyfAZZ0,0.448,0.603,7,-7.176,1,0.064,0,0.0862,0.422,205.272,221307,3
Don't Start Now,,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0,0.0952,0.677,123.941,183290,4
Let Me Down Slowly,,Narrated For You,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0,0.124,0.483,150.073,169354,4
Close To Me (with Diplo) (feat. Swae Lee),,Close To Me (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,0.575,0.758,1,-5.029,0,0.0618,0,0.394,0.493,144.107,182623,4
Fake ID,,Fake ID,5mr06ofu0NYuw3XpiokMct,0.746,0.862,8,-6.11,1,0.0776,0.0363,0.225,0.604,122.011,246970,4
Memories,,Memories,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,11,-7.209,1,0.0546,0,0.0822,0.575,91.019,189486,4
Stay,,Stay,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0,0.116,0.544,102.04,210091,4
Rare,,Rare,7HMmFQsKsljwTw8bS7lu19,0.838,0.545,5,-6.713,1,0.0706,8.01E-05,0.103,0.631,114.998,220590,4
No Idea,,No Idea,3VyjsVV24RmBIbWJAeUJNu,0.651,0.631,6,-5.717,0,0.0896,0.000579,0.165,0.35,127.994,154424,4
First Man,,Romance,6TRt2bniIq0EIlrDlje7b8,0.572,0.292,7,-7.621,1,0.0364,1.04E-06,0.106,0.223,100.152,228759,4
Superficial Love,,The Intro,5hwh37sTi84MVhCBMWzhGE,0.477,0.242,8,-9.162,1,0.0529,0,0.0818,0.488,43.509,207973,4
me & ur ghost,,me & ur ghost,4yJiXq86uM56uIfIZgE440,0.755,0.631,7,-6.128,1,0.0261,0,0.0929,0.881,100.026,200400,4
changes,,?,7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0,0.0984,0.52,64.934,121887,4
Intentions,,Intentions,364dI1bYnvamSnBJ8JcNzN,0.811,0.553,9,-6.644,1,0.0552,0,0.105,0.86,148.014,212869,4
Feel Me,,Feel Me,6XXYdF6pJR1K3wKvuxmu7n,0.71,0.808,2,-6.703,0,0.0433,0.000773,0.0734,0.392,99.989,226003,4
Trampoline (with ZAYN),,Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0,0.137,0.498,126.803,184280,4
Graveyard,,Manic,2ufmtcIFdFpuUYBPXK5f67,0.667,0.583,11,-5.127,0,0.0747,4.48E-05,0.181,0.187,92.043,181806,4
Lover,,Lover,1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,7,-7.582,1,0.0919,1.58E-05,0.118,0.453,68.534,221307,4
death bed (coffee for your head),,death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0,0.696,0.348,144.026,173333,4
Sunday Best,,Where the Light Is,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0,0.0714,0.694,112.022,158571,4
Stuck with U (with Justin Bieber),,Stuck with U,4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0,0.382,0.537,178.765,228482,3
I Like Me Better,,I met you when I was 18. (the playlist),2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,2.55E-06,0.104,0.419,91.97,197437,4
Roses - Imanbek Remix,,Roses (Imanbek Remix),24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,8,-5.484,1,0.0495,0.0107,0.353,0.898,121.975,176840,4
Watermelon Sugar,,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0,0.335,0.557,95.39,174000,4
Past Life (with Selena Gomez),,Past Life (with Selena Gomez),4P6IttK2PRBjyr3fm0pP7t,0.612,0.539,3,-5.071,1,0.0488,0,0.18,0.294,79.948,186480,4
Sunflower - Spider-Man: Into the Spider-Verse,,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0,0.0703,0.913,89.911,158040,4
Happier,,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0,0.167,0.671,100.015,214290,4
How Long,,Voicenotes,6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,-5.253,0,0.0778,3.49E-06,0.0383,0.811,109.974,200853,4
Girlfriend,,Girlfriend,1UNs8AlFM8c0uAkSyjIW3P,0.758,0.583,1,-6.361,1,0.0421,5.12E-05,0.107,0.797,97.537,177438,4
comethru,,"summer,",18uwL0vNUanqZH0ro2QcOP,0.795,0.178,0,-11.991,1,0.0574,0,0.623,0.608,93.982,181613,4
Polaroid,,Blue,49COPp81lGS9Hl9OwKlsKl,0.652,0.898,7,-4.481,0,0.0361,0,0.073,0.472,114.043,193377,4
next 2 me,,next 2 me,3MsTJ3uwQAWBAHkh0qQ4Rq,0.725,0.448,2,-8.761,1,0.0828,8.63E-06,0.121,0.502,95.967,152870,4
Control,,Control,5NH6GqeHO5Zi4bJpPfnwPs,0.878,0.533,11,-6.166,0,0.111,0,0.174,0.643,99.008,153356,4
ROXANNE,,ROXANNE,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.616,0,0.148,0,0.46,0.457,116.735,163636,5
Mere Bina,,Crook (Original Motion Picture Soundtrack),4rSmmC6OYmjVOYxr8ruVWN,0.511,0.767,2,-5.699,1,0.0524,0,0.153,0.463,79.923,289560,4
"Channa Mereya (From ""Ae Dil Hai Mushkil"")",,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",1plFCZ6QFAjSRutT02GTCn,0.476,0.788,9,-4.821,0,0.0448,2.64E-05,0.106,0.747,90.066,289333,4
Shaayraana,,Holiday (Original Motion Picture Soundtrack),2UGhg8kZPwn9Aofl1083N4,0.608,0.665,2,-4.244,1,0.0482,1.46E-05,0.0832,0.704,93.919,261439,4
"Hawayein (From ""Jab Harry Met Sejal"")",,"Hawayein (From ""Jab Harry Met Sejal"")",6871FKHumiy1Wfr6vF7Xxt,0.606,0.601,2,-5.576,1,0.0283,0.000511,0.127,0.453,125.961,289999,4
"Main Rang Sharbaton Ka (From ""Phata Poster Nikhla Hero"")",,Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),7hNb5juMQyy93U63jW4Mwj,0.384,0.607,6,-7.429,1,0.0433,0,0.158,0.707,78.186,262906,1
"Bulleya (From ""Ae Dil Hai Mushkil"")",,"Bulleya (From ""Ae Dil Hai Mushkil"")",0edt0Ar7ewLkMqy0jUtSWm,0.552,0.769,2,-4.504,0,0.0465,0,0.112,0.702,86.957,348966,4
"Dooriyan (From ""Love Aaj Kal"")",,Love Aaj Kal,5doYtCoJ8KpfkFczP3F2ad,0.517,0.716,7,-6.582,0,0.0509,0,0.11,0.594,122.952,337360,4
Love Mashup 2015 (By DJ Chetas),,Love Mashup 2015 (By DJ Chetas),7p5uzwVPw0XJmtZSmrsQ8P,0.552,0.791,11,-4.681,1,0.0358,0,0.102,0.309,99.742,289260,4
"Gerua (From ""Dilwale"")",,"Gerua (From ""Dilwale"")",6V0cw3ZOtm5oQJrSv4QluQ,0.371,0.668,11,-7.269,0,0.0497,2.00E-06,0.294,0.403,87.458,345559,4
"Lat Lag Gayee (From ""Race 2"")",,"Lat Lag Gayee (From ""Race 2"")",6v7NjCg1b9WTGVD05vaYTN,0.79,0.892,10,-4.038,0,0.0404,1.24E-06,0.206,0.896,131.994,280369,4
"Radio (From ""Tubelight"")",,"Radio (From ""Tubelight"")",1uHoOcoy7BeARMDJRhx1xl,0.764,0.887,0,-3.454,1,0.0681,0,0.0339,0.891,128.07,279843,4
Jee Ve Sohaneya,,Jab Harry Met Sejal (Original Motion Picture Soundtrack),12o5NY41wFKVswbWKWdrfj,0.517,0.691,2,-3.651,1,0.0566,2.49E-05,0.151,0.654,80.059,249375,4
"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",79jYT83v4bMOWEgwjQxSx2,0.495,0.654,3,-6.639,0,0.0679,0,0.165,0.35,123.896,269032,4
In Dino,,Life In A Metro (Original Motion Picture Soundtrack),6YycppSAeGtSvwmu8qCcr2,0.41,0.633,0,-6.989,1,0.0378,0,0.116,0.344,101.461,397027,4
The Breakup Song,,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),7BjQd0sfYsMGVrTpRdBNTT,0.818,0.93,11,-2.982,1,0.247,0,0.658,0.831,113.988,252632,4
Tum Mile - Love Reprise,,Tum Mile (Original Motion Picture Soundtrack),4TobDQpylJNxkXMH1QUvTp,0.589,0.626,0,-5.684,1,0.0273,1.97E-06,0.13,0.443,114.915,303320,4
"Twist (From ""Love Aaj Kal"")",,Love Aaj Kal,5PatlLJYn8gWxnQnepzMjW,0.721,0.944,7,-4.995,1,0.142,5.86E-05,0.0747,0.728,109.014,299440,4
"Main Agar (From ""Tubelight"")",,"Main Agar (From ""Tubelight"")",3kYlKr1xGsBS7mluB9W7AV,0.589,0.811,1,-5.052,0,0.0429,0,0.114,0.166,119.969,279500,4
"Aahun Aahun (From ""Love Aaj Kal"")",,Love Aaj Kal,6eEAevjmfFiu5SSvH0DRY8,0.536,0.903,1,-5.501,0,0.307,4.50E-05,0.064,0.656,129.965,290493,4
Teri Jhuki Nazar,,Murder 3 (Original Motion Picture Soundtrack),3beYHVCFKzbdNjJqjKeYpM,0.386,0.815,11,-3.395,1,0.0417,0,0.159,0.349,124.293,279187,4
"Chor Bazari (From ""Love Aaj Kal "")",,Love Aaj Kal,0SxjmKamCaXEBwuQdiMxor,0.824,0.757,11,-5.047,1,0.0743,0.000111,0.146,0.97,100.027,257440,4
Love Mashup 2016 (By Kiran Kamath),,Love Mashup 2016 (By Kiran Kamath),1xM94gXmm5mqZMXIKXF7Pu,0.296,0.756,2,-4.325,1,0.0592,0,0.0716,0.278,86.577,287191,4
Dil Ibaadat,,Tum Mile (Original Motion Picture Soundtrack),3Kl8p2PxVf8eAayLwTxOIm,0.59,0.859,2,-5.005,0,0.0416,0,0.286,0.634,149.966,329387,4
Bheegi Si Bhaagi Si,,Raajneeti (Original Motion Picture Soundtrack),665b3Nss3OQmhTUdB5hBXw,0.564,0.867,8,-6.21,1,0.121,0,0.262,0.815,88.919,278093,4
"Party on My Mind (From ""Race 2"")",,"Party on My Mind (From ""Race 2"")",3VxKUr7XgTGxFRvOd8blov,0.713,0.864,11,-4.994,0,0.0746,0,0.722,0.568,122.019,221820,4
Tu Hi Mera,,Jannat 2 (Original Motion Picture Soundtrack),1CVqr5LImdmJ1Upt4z08Pm,0.621,0.859,11,-4.673,1,0.102,0,0.11,0.873,90.047,272973,4
Alizeh,,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),4rIv0uUnxs5hVZfe5t9SNs,0.513,0.632,9,-7.612,1,0.0449,0.000305,0.0695,0.294,87.963,282273,4
Saawali Si Raat,,Barfi! (Original Motion Picture Soundtrack),4I5Xcdu5Hnki1aP0Uxbs4n,0.485,0.291,9,-15.485,1,0.04,0.000345,0.238,0.195,139.859,308253,3
"Khwab Dekhe (Sexy Lady) [From ""Race""]",,Race (Original Motion Picture Soundtrack),0JimGo09q9bmp7ApQiAV1Q,0.817,0.837,8,-7.145,0,0.0955,7.52E-05,0.304,0.966,109.001,276210,4
"Tera Deedar Hua (From ""Jannat 2"")",,Best of Me Pritam,36rdBb7kFXXYlrkIDT2A00,0.58,0.846,2,-3.464,1,0.0523,0,0.113,0.774,89.952,347573,4
Tu Hi Haqeeqat,,Tum Mile (Original Motion Picture Soundtrack),3OLFqbd9ZeVjaUKTiaLsD6,0.705,0.744,4,-5.416,0,0.0341,0,0.2,0.706,115.959,302027,4
"Ajj Din Chadheya (From ""Love Aaj Kal "")",,Love Aaj Kal,7N30pzJGFwnYU8iuzxWS7l,0.585,0.687,9,-4.553,1,0.0724,6.70E-06,0.121,0.815,85.871,315013,4
O Meri Jaan,,Tum Mile (Original Motion Picture Soundtrack),621NCDEU2Pfd5R1oCqnju8,0.58,0.563,2,-6.143,0,0.0312,2.88E-06,0.117,0.305,133.955,297907,4
"Radha (From ""Jab Harry Met Sejal"")",,"Radha (From ""Jab Harry Met Sejal"")",7ztCi9k76A4QmSqWEutFyV,0.693,0.896,7,-4.114,1,0.0682,0,0.195,0.854,126.995,301889,4
Main Kya Karoon,,Barfi! (Original Motion Picture Soundtrack),4GagsETs7qfR3cwQkRcXgb,0.784,0.454,9,-8.925,1,0.14,0.000502,0.102,0.668,91.013,270333,4
Tujhe Sochta Hoon,,Jannat 2 (Original Motion Picture Soundtrack),47l2Dd3XPBLio3kjbEMyDJ,0.579,0.712,0,-6.119,0,0.0308,0.000253,0.18,0.486,80.998,313933,4
Phir Le Aya Dil - Reprise,,Barfi! (Original Motion Picture Soundtrack),7fpWJr5shT90KiCHXKHxch,0.237,0.543,7,-8.921,1,0.0372,3.86E-06,0.0961,0.316,73.896,305613,4
Tum Mile,,Tum Mile (Original Motion Picture Soundtrack),1EjxJHY9A6LMOlvyZdwDly,0.738,0.798,0,-6.663,1,0.0334,5.15E-06,0.31,0.793,123.01,343787,4
"Cutiepie (From ""Ae Dil Hai Mushkil"")",,"Cutiepie (From ""Ae Dil Hai Mushkil"")",1YOW5pnfikVa6BcCBIOQUU,0.799,0.929,0,-3.231,0,0.0668,0.000462,0.24,0.952,127.999,231562,4
"Be Intehaan (From ""Race 2"")",,"Be Intehaan (From ""Race 2"")",077SVSWuifvbBbkPMPP5kw,0.559,0.696,7,-5.583,1,0.0472,0,0.325,0.391,128.855,290867,4
"Safar (From ""Jab Harry Met Sejal"")",,"Safar (From ""Jab Harry Met Sejal"")",4BH3FzJwNvjDpL8J78NMYM,0.307,0.604,7,-5.592,1,0.0397,3.79E-06,0.0789,0.452,85.641,365669,5
Kyon,,Barfi! (Original Motion Picture Soundtrack),1sYC1fG7s4p0pTykrJqmgW,0.726,0.664,2,-6.674,1,0.0331,0,0.0964,0.831,121.922,266053,4
"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",,"Ae Dil Hai Mushkil (Club Mix By DJ Kiran Kamath) [From ""Ae Dil Hai Mushkil""]",3LbFEmmjIYfAYN7MBdF7yp,0.647,0.935,3,-4.009,0,0.137,0.000144,0.0643,0.245,128.039,237187,4
"Butterfly (From ""Jab Harry Met Sejal"")",,"Butterfly (From ""Jab Harry Met Sejal"")",5YO4nOP9W4fgQrV87mOtSB,0.676,0.969,6,-3.607,1,0.104,0,0.237,0.859,132.99,237561,4
Rab Ka Shukrana,,Jannat 2 (Original Motion Picture Soundtrack),2VJIaxgWeyw9loL1sqKl7c,0.602,0.559,10,-6.203,0,0.0426,0,0.131,0.44,122.017,299573,4
Aashiyan,,Barfi! (Original Motion Picture Soundtrack),7ttlemwytO21npSmLKqTBg,0.829,0.622,10,-7.293,1,0.0518,2.80E-06,0.167,0.775,131.971,236373,4
"Beech Beech Mein (From ""Jab Harry Met Sejal"")",,"Beech Beech Mein (From ""Jab Harry Met Sejal"")",4PwjaQ5q9NwGhFXdmk5sU8,0.751,0.835,2,-4.462,1,0.0887,0,0.111,0.509,124.97,205919,4
Ghar,,Jab Harry Met Sejal (Original Motion Picture Soundtrack),7EDsUT0289qe2W6N2vTe47,0.471,0.684,1,-7.727,1,0.0542,0.000163,0.141,0.359,109.914,220909,4
Phurrr - Film Version,,Jab Harry Met Sejal (Original Motion Picture Soundtrack),45mrPZ4Mqb0pn2RlZdEYtH,0.521,0.853,11,-5.131,0,0.0538,0,0.114,0.587,79.953,205500,4
"Phurrr (From ""Jab Harry Met Sejal"")",,"Phurrr (From ""Jab Harry Met Sejal"")",1Wmhz6pAesAAKh6Oy3zknL,0.461,0.827,6,-5.424,0,0.0537,0,0.0647,0.355,159.677,204000,4
Genda Phool (feat. Payal Dev),,Genda Phool (feat. Payal Dev),0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,1,-8.394,1,0.0734,0.00146,0.0704,0.837,116.977,170769,4
Bajre Da Sitta,,Bajre Da Sitta,5LDvAJwWczQ4DOjKIEtWZs,0.878,0.683,1,-6.543,1,0.131,5.15E-06,0.0502,0.851,89.999,164815,4
Milli - 1,,Milli - 1,7lA7DBe7W1kQML941ALbZA,0.689,0.695,1,-8.179,1,0.245,4.27E-06,0.122,0.639,89.049,188090,4
Brown Munde,,Brown Munde,58f4twRnbZOOVUhMUpplJ4,0.854,0.611,8,-6.26,0,0.0864,0,0.119,0.417,100.024,254400,4
Fly,,Fly,0azu1iq1xbk7V7kWJLIxJc,0.7,0.338,7,-8.258,1,0.251,3.95E-06,0.0732,0.513,172.031,162558,4
Diva (feat. Sama Blake),,Diva (feat. Sama Blake),72DHN9Vo39DXojZwgJAA5T,0.666,0.545,1,-8.473,1,0.287,0,0.108,0.499,88.902,154000,4
Naach Meri Rani,,Naach Meri Rani,1orM67pmkNc4alrZkWjYkV,0.676,0.488,1,-5.091,1,0.154,0,0.0707,0.151,97.036,212693,4
Young Shahrukh,,Young Shahrukh,42C9YmmOF7PkiHWpulxzcq,0.909,0.449,8,-9.912,0,0.263,0,0.087,0.685,95.001,159428,4
Belafz Baatein,,Belafz Baatein,7spiRYXDElrVCCfK0lO6C5,0.352,0.463,6,-6.412,0,0.0292,0,0.16,0.248,141.814,263131,4
Paagal,,Paagal,4gyPGtExOjj1rsByKW33LR,0.687,0.854,11,-5.368,0,0.308,0.000645,0.147,0.721,214.016,169907,4
Mercy Dance Mix - DJ Harry Lotay,,Mercy Dance Mix (DJ Harry Lotay),0dUlMmmV2y8QFkd9oo3WL0,0.742,0.697,11,-9.561,0,0.0434,0.125,0.0509,0.487,97.991,139592,4
Saiyaan Ji,,Saiyaan Ji,39QJ7KkN3L8LLqQqsO85W1,0.896,0.678,0,-2.546,0,0.0815,4.10E-05,0.11,0.604,130.024,205450,4
Sin,,Sin,5vwpOLQh2PpIbuJSjHhFwZ,0.769,0.832,8,-5.038,0,0.182,0,0.574,0.34,84.981,187765,4
RiRi,,RiRi,7wTzUGMiPt8P1ucxLDmIVZ,0.624,0.576,7,-7.61,0,0.0506,1.02E-05,0.0838,0.14,159.924,135306,4
Main Janu Na,,Main Janu Na,2mJDfh2wDvX2vCmdY4TR0O,0.47,0.509,4,-9.519,0,0.0748,0.0324,0.0875,0.325,173.954,177022,4
Mehendi Wale Haath,,Mehendi Wale Haath,3H4H5AuUK3t28rJNo1Pbfl,0.448,0.645,11,-5.15,0,0.17,0,0.133,0.466,183.327,210315,4
Faraar,,Faraar,3QDL9HK2SdbQK600Uoz6St,0.828,0.561,11,-4.626,0,0.036,0,0.0773,0.645,97.036,192912,4
Mirchi,,Mirchi,5KkCsYIgMK5H7Ih31Dnd2Q,0.871,0.608,6,-5.486,1,0.4,0,0.0876,0.818,129.784,192923,4
Hawa,,Hawa,3s83bFC5mIHB0qbx7d74oE,0.919,0.491,2,-5.655,1,0.162,0.00114,0.128,0.636,92.04,151995,4
Na Nai Sunna (feat. Nikhita Gandhi),,Na Nai Sunna (feat. Nikhita Gandhi),2Ld8d4sLx1YYD0fAslbN4p,0.771,0.805,2,-6.827,1,0.0904,0.000294,0.156,0.207,105.007,141143,4
Naah,,Naah,0zRsGGueSQLRkYWs4kPA4V,0.715,0.863,2,-2.539,0,0.063,6.32E-05,0.0972,0.828,99.981,190000,4
Surma Bole,,Surma Bole,2fobJcsl945cwYK7GXf5B8,0.736,0.641,7,-5.157,1,0.0692,0,0.204,0.467,89.993,180000,4
Nakhre (Eyes on You 2),,Nakhre (Eyes on You 2),7cPvawYOfGFay7TANURYEO,0.686,0.875,0,-5.798,1,0.0473,0.00043,0.412,0.78,99.999,158250,4
Qatra,,Qatra,3cispzVbLzgr2rG6dT8HiR,0.644,0.535,9,-3.927,1,0.0328,0,0.162,0.42,127.918,242344,4
Chemicals,,Chemicals,6I7qz19J2Xl9cDF3MppHC7,0.682,0.613,10,-7.687,1,0.0427,0,0.109,0.451,140.067,212143,3
Hum Tum,,Hum Tum,6GYj4WwlYoSWCrFQoEAvaq,0.759,0.774,0,-4.342,0,0.039,1.33E-06,0.375,0.835,137.991,189130,4
Dil Chahte Ho,,Dil Chahte Ho,60dbY1IYizdQQVhC4QTyEc,0.3,0.399,7,-6.951,1,0.0341,0,0.0978,0.225,78.755,252772,4
Chamkila,,Chamkila,4BvvOeLNwYeM9XaVrGBgDj,0.593,0.712,1,-6.307,0,0.279,0,0.0747,0.87,171.863,201977,4
Crazy Lady,,Crazy Lady,0DX4hRvTxwb6tSluWEDeOV,0.818,0.814,0,-6.364,1,0.042,0.00462,0.34,0.951,109,132661,4
Top Boy,,Top Boy,7MAKjBrOGS11wZonsnKJL0,0.757,0.697,10,-7.352,0,0.137,0,0.293,0.404,124.992,225158,4
G.O.A.T.,,G.O.A.T.,46QbY78ha62aiu6gBgC7lS,0.544,0.917,1,-3.403,0,0.259,0,0.26,0.686,176.068,223636,4
Roz Roz,,Roz Roz,6E6BCsQHXDAdXsrL7zV71N,0.653,0.446,0,-7.867,1,0.0351,4.52E-05,0.109,0.472,100.018,218550,4
Wish,,Wish,0qDL1KM82qEUpozxt1YBrf,0.781,0.429,4,-9.753,0,0.0422,0,0.325,0.816,109.898,167455,4
Addiction,,Addiction,2LzuQ5p8JLbrUnhiNEothh,0.688,0.64,4,-5.906,0,0.0354,1.89E-05,0.14,0.645,145.027,174038,4
O Sanam,,Sunoh,5oYRr51VatOtkFeEOursuZ,0.76,0.555,7,-10.165,1,0.0465,0.213,0.0822,0.52,98.066,223028,4
Tu Mera Nahi,,Tu Mera Nahi,4FZLfvHSBzvzK0rdqpIa5Y,0.551,0.526,7,-7.904,0,0.0353,0,0.0858,0.176,138.028,230008,4
Prada,,Prada,6NLzzwFbAD1imLXGBMj9jo,0.838,0.727,8,-6.576,1,0.0949,0,0.107,0.192,94.014,185500,4
Meri Aashiqui,,Meri Aashiqui,2Zwv2vKU8mwgh2LI5GUKcT,0.555,0.665,8,-8.132,0,0.0403,0,0.167,0.472,75.008,280149,4
Ranjhan,,The Mystic,05TsTpSSuu86j5IBdr2L34,0.794,0.546,9,-7.976,1,0.0452,0.0754,0.0991,0.064,99.999,224550,4
Sukoon,,Sukoon,73Ksflv1AOKRjVUS2OY30k,0.605,0.83,4,-6.965,0,0.049,0,0.0946,0.378,160.013,202125,4
Kingdom,,Kingdom,7kmIkBCH8KkxdV4RlMRt6J,0.619,0.673,10,-6.038,0,0.0354,0.000459,0.129,0.198,89.927,198000,4
Dil Tod Ke,,Dil Tod Ke,71OoohX1NBG4ez6eijgaWE,0.484,0.658,10,-5.657,0,0.219,0,0.0995,0.654,85.008,239162,4
Ik Wari,,Ik Wari,79NgY2Sq95T3sTHzVF8b7J,0.629,0.628,8,-5.513,1,0.0329,0,0.135,0.615,92.106,215000,4
Naagin,,Naagin,7gAyu0od48mkaCw1laPKVC,0.807,0.5,9,-10.361,1,0.0581,8.73E-06,0.0967,0.243,97.09,157000,4
Peed,,G.O.A.T.,2Ny0SqN4HHB7nfdre6YlDb,0.507,0.855,2,-4.141,0,0.0528,1.26E-06,0.207,0.467,173.857,264129,4
Judaiyaan,,Judaiyaan,6k97bovqjHYROrrWzsVzGv,0.491,0.386,1,-9.197,0,0.0298,0,0.0854,0.134,107.878,202222,4
Waada Hai,,Waada Hai,39NIsABwAKQNjl4Mtqi0ME,0.482,0.361,2,-9.993,1,0.0368,1.01E-05,0.091,0.194,156.733,251178,4
Don't Like,,Don't Like,6Um1j9mFr36oSoGNu83BQp,0.762,0.64,6,-4.283,1,0.291,0,0.0817,0.584,175.829,195356,4
Khidki,,Khidki,2WRDVpd7mSK2rL0MwREuNX,0.618,0.501,10,-7.924,1,0.0366,0.000199,0.106,0.56,110.26,247364,4
