track_name,emotion,album,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Million Reasons,,Million Reasons,4uhlD1p3hKRI9PLH8qX0fn,0.668,0.428,0,-7.889,1,0.0433,0,0.108,0.134,129.75,205280,4
Sex Money Feelings Die,,Sex Money Feelings Die,56mC2rMRb3tCFiFum4XfQN,0.731,0.471,11,-7.888,1,0.0425,0,0.097,0.411,111.928,143571,4
Just the Way You Are,,Doo-Wops & Hooligans,47Slg6LuqLaX0VodpSCvPt,0.637,0.843,5,-5.413,1,0.0432,0,0.0876,0.434,109.012,220733,4
Line By Line,,Line By Line,2gA74HvN6NKFrhgzpd5oNE,0.645,0.486,0,-7.299,1,0.0425,0,0.135,0.453,72.536,208187,4
Time Difference,,Time Difference,1rlh2P284H2FIAblvGbdoS,0.481,0.473,0,-10.172,1,0.0331,0.000344,0.0955,0.16,151.821,200556,4
Yesterday - Remastered 2015,,1 (Remastered),63uskN0xLezVg4281wzeQn,0.401,0.189,0,-11.189,1,0.0287,0,0.0968,0.357,94.509,125320,4
Somewhere Only We Know,,Somewhere Only We Know,1EwyAL8SdJpIX0M9b1ArAp,0.472,0.305,8,-11.465,1,0.0295,0,0.142,0.584,165.9,193750,4
Brand New Day,,In A Perfect World (Deluxe),3uP0rhZSVxKPokt6UbnzU0,0.57,0.89,3,-3.808,1,0.0322,0.000151,0.124,0.57,121.015,205280,4
Let Me Hold You,,"Blindly, Lonely, Lovely",7mCbAq08MpyvXtnIQtRYPG,0.469,0.178,7,-9.655,1,0.0298,0,0.0922,0.234,72.055,245253,3
"Love Me Like You Do - From ""Fifty Shades Of Grey""",,Fifty Shades Of Grey (Original Motion Picture Soundtrack),1ip2IGDWMrUmlaepEbWlL8,0.258,0.659,5,-5.903,0,0.0596,0,0.111,0.272,189.558,250267,4
Angel,,Surfacing,3xZMPZQYETEn4hjor3TR1A,0.532,0.0744,1,-16.092,1,0.0355,1.22E-05,0.106,0.125,117.131,270400,3
I Will Remember You - Live,,Mirrorball: The Complete Concert,0xzDbdFFnPz9CiQ0YZMq4K,0.449,0.487,9,-9.967,1,0.031,0.000129,0.691,0.389,76.487,213467,4
Look At Me,,Play On,2Qjgj1yLs78G4pEVhy7myz,0.441,0.407,4,-4.782,1,0.027,0,0.366,0.103,80.51,195720,4
Thinking out Loud,,x (Deluxe Edition),34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0,0.184,0.591,78.998,281560,4
Wanted,,Hunter Hayes (Encore),0p1BcEcYVO3uk4KDf3gzkY,0.421,0.476,0,-7.692,1,0.0298,0,0.0816,0.3,169.784,228840,4
Skinny Love,,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.00106,0.118,0.169,166.467,201080,4
See You Again (feat. Charlie Puth),,See You Again (feat. Charlie Puth),7wqSzGeodspE3V6RBD5W8L,0.689,0.481,10,-7.503,1,0.0815,1.03E-06,0.0649,0.283,80.025,229526,4
Adore You,,Bangerz (Deluxe Version),5AnCLGg35ziFOloEnXK4uu,0.583,0.655,0,-5.407,1,0.0315,3.57E-06,0.113,0.201,119.759,278747,4
The House That Built Me,,Revolution,02eD9ymfJOJOhM97HYp5R9,0.515,0.3,5,-8.005,1,0.0289,8.46E-06,0.115,0.206,81.12,236627,4
Over You,,Four The Record (Deluxe Edition),4hIqZEgvWw9Pn3kucNtq2T,0.566,0.507,6,-6.973,1,0.0279,0.00619,0.107,0.141,158.119,253373,4
Say Something,,Is There Anybody Out There?,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,2.89E-06,0.0913,0.0765,141.284,229400,3
A Thousand Years,,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),6z5Yh7kOKeLjqIsNdokIpU,0.421,0.407,10,-7.445,1,0.0267,0.000961,0.11,0.161,139.028,285120,3
Just A Little Bit Of Your Heart,,My Everything (Deluxe),5lvnGiTAH9BVlJLHc0DXZz,0.439,0.322,9,-5.959,1,0.028,0,0.103,0.16,77.963,232587,4
My Everything,,My Everything (Deluxe),4eumFsTnduH3zRfaASoAPs,0.54,0.265,11,-5.307,1,0.0297,0,0.131,0.423,61.975,168520,4
Iris,,Greatest Hits Volume One - The Singles,6vrUTGn5p8IrfTZ0J6sIVM,0.291,0.79,11,-5.683,0,0.0363,5.61E-06,0.0811,0.513,155.667,289907,3
When,,The Truth-Acoustic - EP,2uSS0leHMU1s62xXiYo0Ln,0.389,0.3,2,-8.984,1,0.0301,0,0.118,0.314,138.801,220823,3
I Can’t Make You Love Me - The Voice Performance,,The Complete Season 6 Collection (The Voice Performance),0QDfwssgneF3kVgBo13lRr,0.32,0.351,5,-7.465,0,0.027,0,0.169,0.166,84.843,186369,5
Over You - The Voice Performance,,The Complete Season 3 Collection (The Voice Performance),2Z79EukuDc4ii39XeYaRi5,0.445,0.444,8,-6.017,1,0.0276,6.09E-05,0.0974,0.216,151.974,216507,4
Home,,Daughtry,2nXWKf0GXbFby4posGqEht,0.444,0.85,6,-3.888,1,0.0363,2.00E-06,0.198,0.337,143.973,255667,4
Inside Your Heaven,,Greatest Hits: Decade #1,25ry9EyyRsp1dDctlAclin,0.38,0.596,7,-3.469,1,0.0315,1.46E-06,0.132,0.16,134.443,243267,4
On My Own,,Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition),3Mr6ofzF6ZuYiqHh8qNud3,0.338,0.119,0,-15.714,1,0.0632,0,0.148,0.205,71.842,191067,5
Will Follow You Into the Dark,,I Will Follow You Into the Dark,3A31Rer0lC31LUGxQwmO8V,0.54,0.234,0,-10.939,1,0.0327,0,0.125,0.314,139.606,204092,4
the words,,head or heart,0zxG0MKqXBEbwU09H7gEIs,0.505,0.413,11,-9.378,1,0.0278,0,0.138,0.209,77.023,253453,4
Make You Feel My Love,,Love Songs,4h5zl902dKpJeozG6Syfl7,0.325,0.18,10,-10.647,1,0.0311,0.000633,0.113,0.0997,72.416,212040,1
You Got Me,,Finest Hour: The Best of Gavin DeGraw,1ic2NiS8e5ryLdMK8gkdfI,0.327,0.449,6,-9.378,1,0.0296,5.77E-05,0.086,0.17,105.981,227867,4
I'm Not The Only One,,In The Lonely Hour,0fioLzGM8ngbD1w6fMmm45,0.453,0.496,5,-5.785,1,0.0453,2.65E-05,0.0772,0.501,80.994,239317,4
Stay With Me,,In The Lonely Hour,5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0,-6.517,1,0.0389,0.000217,0.11,0.186,85.014,172724,4
Close Your Eyes,,"Blindly, Lonely, Lovely",4DUwaCjDL0BwvCGvBTtP0l,0.531,0.366,7,-9.236,1,0.0364,2.82E-05,0.122,0.363,79.88,162680,3
Raise Your Hand,,Come Through For You,3TsvddJw8omfYKncjGpJo6,0.241,0.738,2,-5.36,1,0.0352,0,0.0798,0.273,155.003,263640,3
Come Through For You,,Come Through For You,72B0ZqDp4Pt0CpF89dS3YH,0.587,0.411,9,-8.541,1,0.0383,0,0.152,0.315,143.108,255533,3
Meant To Be,,The Truth-Acoustic - EP,3bAWbKgnQf90e3Zkeu1woS,0.552,0.369,9,-9.272,1,0.0303,0,0.121,0.408,139.748,266227,3
How Long Will I Love You - Bonus Track,,Halcyon Days,0ZPfDxZn5O0L84wvPSN2iG,0.512,0.304,0,-9.19,1,0.0318,0.000622,0.118,0.172,126.078,154435,5
Breathe,,Breathe,3y4LxiYMgDl4RethdzpmNe,0.529,0.496,7,-9.007,1,0.029,0,0.251,0.278,136.859,250547,4
Seasons of Love,,RENT (Original Motion Picture Soundtrack),5gw8HNcrqliEw0X6pPrPvG,0.475,0.579,5,-4.096,1,0.0334,0,0.0756,0.466,178.151,182747,4
Wild Horses,,The Rolling Stones Singles Box Set (1971-2006) [Sampler],1hsrmBpddP05q7XvJA8ehw,0.443,0.309,7,-9.75,1,0.0267,0.000785,0.0813,0.178,140.749,344387,4
Something I Need,,Something I Need,64G2uKq3Snj48ppUZX1Z5t,0.619,0.77,5,-5.693,1,0.0398,0,0.317,0.402,100.972,226107,4
With You,,Ghost - The Musical,3TlNI5wsoq0kH40SPod2WC,0.269,0.118,4,-13.352,0,0.0379,0,0.251,0.194,176.07,266423,4
Tonight I Celebrate My Love - 1993 - Remaster,,Love To Love,09KJFe5JEdbXm4F0CSpHoO,0.43,0.349,3,-8.997,1,0.029,4.21E-05,0.152,0.153,116.493,212293,4
All Of Me - The Voice Performance,,The Complete Season 6 Collection (The Voice Performance),688B6UKJT19OrqK8U9QTLW,0.388,0.41,10,-8.496,1,0.0285,0,0.0883,0.146,125.853,218615,4
It Will Rain - The Voice Performance,,The Complete Season 6 Collection (The Voice Performance),0IdKyo2ePTqFSWxlXL3uSt,0.528,0.567,0,-7.365,1,0.0305,1.95E-06,0.17,0.296,129.908,230577,4
All Of Me - The Voice Performance,,All Of Me (The Voice Performance),7o7s58zmpGh3jfDzZIK0P3,0.316,0.423,10,-8.496,1,0.0289,0,0.0923,0.146,62.78,218615,4
I Won’t Give Up - The Voice Performance,,The Complete Season 6 Collection,45fUnW1rYzL37AVvmRmvhd,0.531,0.478,8,-6.8,1,0.0306,0.000281,0.096,0.293,136.58,223769,3
"Hold On, We’re Going Home - The Voice Performance",,The Complete Season 6 Collection,30S7ayrPfoQ2zBHlJmavTn,0.278,0.657,6,-5.118,0,0.0353,0,0.112,0.242,90.704,175219,4
Can’t Help Falling In Love - The Voice Performance,,The Complete Season 6 Collection,0UpdZpqyGKwz3GRU1DvpGM,0.137,0.295,4,-6.814,1,0.0401,4.92E-06,0.138,0.158,80.477,188007,1
A Thousand Years - The Voice Performance,,The Complete Season 7 Collection (The Voice Performance),6jb5adNrTwjKq2o4EMOu67,0.444,0.407,9,-7.705,1,0.0262,0,0.0862,0.219,142.479,235801,3
Gravity - The Voice Performance,,The Complete Season 7 Collection (The Voice Performance),2vkmvdptZR1weTsz8ErtRj,0.543,0.522,7,-7.805,1,0.036,0,0.0966,0.29,123.883,209652,3
It’s So Hard to Say Goodbye to Yesterday - The Voice Performance,,The Complete Season 7 Collection (The Voice Performance),5MKMeDqdHa6qm9OS9CCJPC,0.262,0.356,6,-9.901,1,0.0301,0.0031,0.0867,0.342,70.167,164417,4
How Do I Live - The Voice Performance,,The Complete Season 7 Collection (The Voice Performance),1nnVk3L4EJU5p9ergYKRzi,0.443,0.538,11,-6.763,1,0.0307,0,0.107,0.212,129.062,231573,4
"He Ain’t Heavy, He’s My Brother - The Voice Performance",,The Complete Season 7 Collection (The Voice Performance),1NoIY0eZSywDgMBqMeQkLR,0.279,0.724,7,-4.512,1,0.0319,2.24E-06,0.121,0.265,154.1,199873,4
With Love,,With Love,4xtpy5lEYd3Feg17826h4d,0.429,0.445,2,-5.674,1,0.0265,0.000178,0.239,0.201,150.126,237933,4
I Bet You Don't Curse God,,With Love,6PjVB3PEoiMscyw7HD2lKO,0.471,0.329,8,-7.445,1,0.0363,4.36E-06,0.0858,0.147,77.117,231547,4
Think of You,,With Love,1vIHDoWHLavGdW8dJZYjbj,0.441,0.387,3,-7.546,1,0.0291,2.36E-06,0.108,0.395,144.685,225787,3
Beautiful Disaster,,American Idol Top 9 Season 14,68SFeRNJnDjSRx9zizmLB7,0.498,0.291,7,-5.798,1,0.0285,0,0.138,0.214,97.555,158293,4
Catch My Breath,,American Idol Top 9 Season 14,3DF2umL8QAkk7gm2MpZiYs,0.622,0.836,9,-5.498,0,0.0329,1.01E-05,0.132,0.351,122.016,155227,4
I Shall Be Released - The Voice Performance,,The Complete Season 8 Collection (The Voice Performance),0Nv2oGhDGjpEfiLcidW2JS,0.53,0.441,6,-10.55,1,0.0265,5.02E-06,0.123,0.339,138.105,202967,4
Arms Of A Woman - The Voice Performance,,The Complete Season 8 Collection (The Voice Performance),2bLDA6h0AEULSSRZiZ9Hmm,0.41,0.372,9,-10.98,1,0.0311,3.99E-06,0.379,0.159,74.832,192773,3
I Can’t Make You Love Me - The Voice Performance,,The Complete Season 8 Collection (The Voice Performance),0eGKyP7iArCbT6qExaCGlT,0.545,0.462,3,-7.825,0,0.0336,0,0.152,0.182,137.938,169863,4
I’ll Be - The Voice Performance,,The Complete Season 7 Collection (The Voice Performance),2moGEDftsDX4CzHyBC9axd,0.502,0.423,11,-7.132,1,0.0259,0,0.0913,0.357,138.944,173974,3
And I Am Telling You (with Nicole Scherzinger),,The Power of Love,7gDQdfMgNwlSkqG1YbbIvN,0.354,0.757,10,-3.764,1,0.0461,2.68E-06,0.273,0.246,118.221,260013,4
Treasure,,The Power of Love,1StmUTmNBzQFYjxcjrUmTZ,0.33,0.294,7,-8.982,1,0.0322,0,0.267,0.149,77.54,247013,4
The First Time Ever I Saw Your Face,,The Fire,1rcZeVChSSPnjHUZt4OkbQ,0.22,0.069,0,-11.856,1,0.039,0.00326,0.09,0.109,172.034,229480,3
Where Do Hearts Go,,Where Do Hearts Go,0gmHyAgFfKUhNE1Y55Y0xP,0.423,0.371,8,-7.504,1,0.0288,0.000404,0.135,0.221,114.199,349715,4
Piece by Piece - Idol Version,,Piece by Piece (Idol Version),0co132mIFsQP8TlydDqCSG,0.562,0.252,1,-6.331,1,0.0351,0,0.0838,0.384,109.596,211675,4
Lost Stars - The Voice Performance,,The Complete Season 7 Collection (The Voice Performance),5AtswJe6AJ2uaqwHdVIsIT,0.449,0.638,0,-6.492,1,0.0288,0,0.176,0.242,82.017,194896,4
Stand In The Light,,Something Beautiful,7BrvQkvxl4owj4E6UKL5O3,0.325,0.35,10,-6.709,1,0.0305,0,0.115,0.135,80.009,237130,3
Angel,,Something Beautiful,3oYPc7UwYaBqBqukYDCzdS,0.347,0.168,10,-9.94,1,0.034,0,0.152,0.125,115.066,282502,3
Amazing Grace,,Something Beautiful,0qTmZRMXPkkzJ9Jv0GQNdi,0.181,0.285,5,-8.263,1,0.0331,0,0.364,0.201,171.728,263719,1
You Are Loved (Don't Give Up),,Awake,4ETPEEP8uDsD66ooEINjHK,0.481,0.712,2,-6.485,1,0.0314,0.205,0.108,0.122,103.993,288946,4
Versace on the Floor,,24K Magic,0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0,0.083,0.301,174.152,261240,4
Rise Up,,Cheers to the Fall,0tV8pOpiNsKqUys0ilUcXz,0.398,0.316,1,-7.031,1,0.0368,0,0.295,0.174,118.582,253342,4
Beautiful In My Eyes,,Painted Desert Serenade,5o8gWPZxr4GZFslU85YMmu,0.582,0.381,3,-10.045,1,0.0256,1.10E-05,0.132,0.283,141.947,249493,4
I Was Made For Loving You,,Unbreakable Smile,1Xwh83YOFQARZ3QXscP123,0.417,0.349,2,-11.984,1,0.0285,0,0.0963,0.198,145.505,188947,4
I Am Changing,,Dreamgirls (Music from the Motion Picture),7kwh6Gc7UfKQ2bgjg9rpSX,0.364,0.483,10,-6.131,1,0.0377,0,0.343,0.294,82.464,242973,3
I'll Never Love Again - Film Version - Radio Edit,,A Star Is Born Soundtrack (Without Dialogue),3DKpA54hrFIdPN6AtL9HXa,0.45,0.335,7,-7.464,1,0.0298,1.25E-06,0.0979,0.25,109.908,281235,4
Anything Worth Holding On To,,Anything Worth Holding On To,0m1kVgw8xF9kOsKdkcSmnx,0.419,0.386,5,-7.161,1,0.0321,4.51E-06,0.0976,0.342,123.368,333601,4
Morni Banke,,Badhaai Ho,5XxzNB2CnNrySvyVLwyobq,0.816,0.922,11,-2.963,0,0.149,0,0.373,0.887,95.006,198026,4
The Disco Song,,Student of the Year (Original Motion Picture Soundtrack),3UaP2PQwhA31keZXt7oPLA,0.69,0.939,10,-6.441,0,0.0583,0.0288,0.12,0.615,125.006,342093,4
The Hook Up Song,,Student of the Year 2,1bLNqR3bqpyWkwWKECjVrw,0.846,0.786,1,-4.607,1,0.0519,0.000384,0.0835,0.523,106.023,213947,4
Jatt Ludhiyane Da,,Student of the Year 2,1fL14sJ7Dv1RTMYEnPx9Iw,0.785,0.803,4,-5.596,0,0.0558,3.34E-06,0.094,0.655,108.051,189879,4
"Mummy Nu Pasand (From ""Jai Mummy Di"")",,"Mummy Nu Pasand (From ""Jai Mummy Di"")",74qF0JeFMVilMEeFDiQZ48,0.776,0.969,8,-0.079,0,0.105,0.000153,0.352,0.802,94.018,184609,4
"Haan Main Galat (From ""Love Aaj Kal"")",,"Haan Main Galat (From ""Love Aaj Kal"")",068HSvCf5MbQfhV4qqaelg,0.685,0.736,0,-5.656,1,0.0521,0.0112,0.101,0.893,117.979,218644,4
Asalaam-e-Ishqum,,Gunday,7gw6rSstVq9CmuQAaZhWm8,0.765,0.908,6,-5.043,0,0.052,3.23E-06,0.233,0.891,106.993,278988,4
"Bhankas (From ""Baaghi 3"")",,"Bhankas (From ""Baaghi 3"")",4qhGDmLQ7Rbyqkm7cwjLps,0.62,0.966,1,-3.72,1,0.334,1.79E-06,0.0464,0.783,112.969,158467,3
Gallan Tipsiyaan,,Gallan Tipsiyaan,34TrznV0lHziSLw3higUEX,0.644,0.869,0,-4.403,1,0.0448,1.21E-05,0.298,0.364,100.976,196040,4
"Hauli Hauli (From ""De De Pyaar De"")",,"Hauli Hauli (From ""De De Pyaar De"")",60XrRbNjDMAGUZ2xLkU9W3,0.705,0.982,1,-3.376,1,0.0788,3.18E-05,0.337,0.571,94.99,209393,4
"Poster Lagwa Do (From ""Luka Chuppi"")",,"Poster Lagwa Do (From ""Luka Chuppi"")",5G1H1Im43gBwssOH8XlnNU,0.81,0.846,2,-4.451,1,0.0435,9.14E-05,0.374,0.885,123.966,178847,4
"Naah Goriye (From ""Bala"")",,"Naah Goriye (From ""Bala"")",1CM4rFDU9q4EoLy2K44qE6,0.823,0.765,2,-1.695,0,0.0633,0,0.0601,0.715,99.96,184618,4
Naagin,,Naagin,7gAyu0od48mkaCw1laPKVC,0.807,0.5,9,-10.361,1,0.0581,8.73E-06,0.0967,0.243,97.09,157000,4
"Sheher Ki Ladki (From ""Khandaani Shafakhana"")",,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")",24d3IPklAxzBJB2nuWeSpg,0.85,0.984,9,-0.649,1,0.166,0,0.0535,0.814,100.028,172965,4
Husn Parcham,,Zero,70H2wVmlgHTGtQyrdodCjT,0.737,0.887,1,-5.017,1,0.0999,0.00018,0.0604,0.424,102.023,186602,4
Sawan Mein Lag Gayi Aag,,Ginny Weds Sunny (Original Motion Picture Soundtrack),6oloWgrErtc8dG2WiV55gn,0.792,0.813,0,-3.687,1,0.0513,2.29E-05,0.0541,0.868,130.058,226615,4
"Vaddi Sharaban (From ""De De Pyaar De"")",,"Vaddi Sharaban (From ""De De Pyaar De"")",2D5XO7sysD70t1RTC0dNQU,0.813,0.931,2,-3.968,1,0.0833,1.34E-06,0.256,0.765,103.514,266788,4
High Rated Gabru,,Nawabzaade,4dJWik0ax9bRFXl0HqbFjT,0.685,0.841,2,-2.932,0,0.0942,0,0.26,0.59,97.929,179099,4
"Mundiyan (From ""Baaghi 2"")",,"Mundiyan (From ""Baaghi 2"")",4FcG2PaCzN4YywWR9cluFs,0.714,0.807,1,-5.482,1,0.0944,0.00096,0.058,0.721,98.086,210184,4
Kaun Nachdi,,Sonu Ke Titu Ki Sweety,7r8QeC6Uy3AbIXqH7W9y0K,0.772,0.83,4,-3.981,0,0.0455,0,0.0419,0.753,127.999,183373,4
Genda Phool (feat. Payal Dev),,Genda Phool (feat. Payal Dev),0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,1,-8.394,1,0.0734,0.00146,0.0704,0.837,116.977,170769,4
"Do You Love Me (From ""Baaghi 3"")",,"Do You Love Me (From ""Baaghi 3"")",4IZHFWBdQwdu8PLBfobkUF,0.791,0.719,10,-7.32,0,0.116,0.0312,0.0944,0.535,169.99,162435,4
"Arey Pyaar Kar Le (From ""Shubh Mangal Zyada Saavdhan"")",,"Arey Pyaar Kar Le (From ""Shubh Mangal Zyada Saavdhan"")",6lhxjnUslxxVuDu8JD1Fhd,0.746,0.925,9,-3.627,1,0.0694,5.64E-05,0.29,0.924,131.975,164602,4
"Hui Malang (From ""Malang - Unleash The Madness"")",,"Hui Malang (From ""Malang - Unleash The Madness"")",5bAed2aRbQbjDZF9qkNSA2,0.633,0.904,7,-5.09,0,0.0564,4.31E-05,0.122,0.259,124.008,192097,4
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",,"Garmi (From ""Street Dancer 3D"")",6q9XTgfWilsnyiFofvYrIF,0.788,0.87,9,-5.217,1,0.177,1.43E-05,0.0692,0.884,109.974,182739,4
"Jai Jai Shivshankar (From ""War"")",,"Jai Jai Shivshankar (From ""War"")",6lfSsCL894Qw15xbt7cSUy,0.825,0.904,5,-5.414,0,0.0787,1.21E-05,0.0715,0.528,129.036,230558,4
"Panghat (From ""Roohi"")",,"Panghat (From ""Roohi"")",2g8fA9Ijc3sAlfkQFlYxsf,0.593,0.858,9,-4.823,1,0.248,2.25E-05,0.342,0.545,66.813,179418,3
"Deedar De (From ""Chhalaang"")",,"Deedar De (From ""Chhalaang"")",7LLjVJVJEgK6Tyt1AwL0XQ,0.768,0.952,8,-2.03,0,0.075,0.00471,0.24,0.773,111.991,184461,4
"Mirchi Lagi Toh (from ""Coolie No. 1"")",,"Mirchi Lagi Toh (from ""Coolie No. 1"")",46HqZTCD7Wqd0Q95iuuHmt,0.399,0.907,8,-2.945,1,0.219,0,0.346,0.797,196.296,322443,3
"Har Funn Maula (From ""Koi Jaane Na"")",,"Har Funn Maula (From ""Koi Jaane Na"")",3ayMReTwLoo6jAg7adDqyz,0.828,0.79,10,-3.021,0,0.0719,1.00E-05,0.353,0.379,104.016,247126,4
Care Ni Karda,,Chhalaang,04ozdnFWUpW7L1VJl3yTQQ,0.937,0.729,0,-2.931,1,0.094,0,0.291,0.736,114.671,192993,5
"Husnn Hai Suhaana New (from ""Coolie No. 1"")",,"Husnn Hai Suhaana New (from ""Coolie No. 1"")",6XvQPMLZdPPV22rY7FEBpI,0.78,0.97,1,-0.86,1,0.12,3.33E-05,0.507,0.793,126.068,267417,4
"Hasina Pagal Deewani (From ""Indoo Ki Jawani"")",,"Hasina Pagal Deewani (From ""Indoo Ki Jawani"")",5DXdMe87gdsoN4MSqWRcnt,0.779,0.905,8,-3.391,1,0.0555,0.000706,0.342,0.924,129.938,188824,4
Titli Trippin,,Meri Pyaari Bindu,6e3s418Gdse1lgGHCq4AOP,0.644,0.723,10,-5.898,0,0.069,1.38E-05,0.0392,0.695,139.788,138817,4
Genda Phool (feat. Payal Dev),,Genda Phool (feat. Payal Dev),0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,1,-8.394,1,0.0734,0.00146,0.0704,0.837,116.977,170769,4
"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",,"Dus Bahane 2.0 (From ""Baaghi 3"") (feat. K.K., Shaan, Tulsi Kumar)",0z9lOAVgQT5bysEKZ6Wwbk,0.807,0.914,7,-5.092,1,0.069,0.00105,0.292,0.463,114.039,201655,4
"Haan Main Galat (From ""Love Aaj Kal"")",,"Haan Main Galat (From ""Love Aaj Kal"")",068HSvCf5MbQfhV4qqaelg,0.685,0.736,0,-5.656,1,0.0521,0.0112,0.101,0.893,117.979,218644,4
Lamborghini,,Jai Mummy Di,3whi298a6dcu8PUu62NE1b,0.769,0.922,1,-3.123,1,0.0534,0.000156,0.189,0.634,104.916,246636,4
"Do You Love Me (From ""Baaghi 3"")",,"Do You Love Me (From ""Baaghi 3"")",4IZHFWBdQwdu8PLBfobkUF,0.791,0.719,10,-7.32,0,0.116,0.0312,0.0944,0.535,169.99,162435,4
"Hui Malang (From ""Malang - Unleash The Madness"")",,"Hui Malang (From ""Malang - Unleash The Madness"")",5bAed2aRbQbjDZF9qkNSA2,0.633,0.904,7,-5.09,0,0.0564,4.31E-05,0.122,0.259,124.008,192097,4
"Sip Sip 2.0 (From ""Street Dancer 3D"")",,"Sip Sip 2.0 (From ""Street Dancer 3D"")",7Jo4yv6Iiwxla5z10lE1L9,0.842,0.877,5,-2.134,0,0.177,0.000225,0.0824,0.506,93.991,219970,4
"Humraah (From ""Malang - Unleash The Madness"")",,"Humraah (From ""Malang - Unleash The Madness"")",4xmkpE1Si5JL7NFxWrhV0S,0.468,0.854,11,-3.932,0,0.059,0,0.126,0.277,155.867,299822,4
"Nachi Nachi (From ""Street Dancer 3D"")",,"Nachi Nachi (From ""Street Dancer 3D"")",6Lnv2nfypWe9fF0aBqG3UI,0.906,0.955,8,-1.485,1,0.0867,0.0003,0.0444,0.824,128.002,199751,4
"Lagdi Lahore Di (From ""Street Dancer 3D"")",,"Lagdi Lahore Di (From ""Street Dancer 3D"")",5I2wbDvSI98HLVB42YO9sU,0.786,0.797,6,-4.063,1,0.0414,0,0.0861,0.453,95.014,215368,4
"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",,"Pyaar Tenu Karda Gabru (From ""Shubh Mangal Zyada Saavdhan"")",0OcVZqIer0LLu3K8sdU5Yb,0.808,0.901,1,-1.944,1,0.0907,0.000762,0.262,0.709,93.026,165582,4
Makhna,,"Makhna (From ""Drive"")",0ZHILXmUaVSLEOCWxPQ1ga,0.696,0.704,1,-7.876,1,0.0423,0,0.155,0.426,124.972,183000,4
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",25MPTnqXQB1H6OkwSYUXWx,0.384,0.728,7,-6.503,0,0.0623,1.85E-05,0.329,0.311,156.396,287374,4
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",,"Garmi (From ""Street Dancer 3D"")",6q9XTgfWilsnyiFofvYrIF,0.788,0.87,9,-5.217,1,0.177,1.43E-05,0.0692,0.884,109.974,182739,4
Naagin,,Naagin,7gAyu0od48mkaCw1laPKVC,0.807,0.5,9,-10.361,1,0.0581,8.73E-06,0.0967,0.243,97.09,157000,4
"Psycho Saiyaan (From ""Saaho"")",,"Psycho Saiyaan (From ""Saaho"")",3ZjMdVOWxQ53FKrmkgCv95,0.785,0.722,10,-2.604,0,0.158,4.24E-06,0.452,0.848,189.857,166461,4
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",5fXslGZPI5Cco6PKHzlSL3,0.805,0.919,1,-1.294,1,0.0938,0.00343,0.0598,0.494,94.993,188606,4
Mummy Nu Pasand,,Jai Mummy Di,3T0KcbL448JvlX81gazhAd,0.776,0.969,8,-0.079,0,0.105,0.000153,0.352,0.802,94.018,184609,4
Dheeme Dheeme,,Pati Patni Aur Woh,6K9H6SxVbG46qvlqmdNTIX,0.8,0.972,10,-2.053,0,0.0405,0.00335,0.351,0.693,110.054,177383,4
Hauli Hauli,,De De Pyaar De,4oU3ELywkFbHbHpqqBZYig,0.705,0.982,1,-3.376,1,0.0788,3.18E-05,0.337,0.571,94.99,209393,4
Laal Ghaghra,,"Laal Ghaghra (From ""Good Newwz"")",3fpVYSLnxkadjYwQPTyo4H,0.77,0.969,2,-0.179,1,0.0661,0,0.0809,0.692,134.983,268889,4
"Muqabla (From ""Street Dancer 3D"")",,"Muqabla (From ""Street Dancer 3D"")",28veUNu4veN0LOBVa0nFw8,0.804,0.913,0,-3.135,1,0.0933,2.84E-05,0.391,0.544,119.993,176125,4
Yaad Piya Ki Aane Lagi,,Yaad Piya Ki Aane Lagi,0TkquWzzuxcrwbCWlTrKYF,0.858,0.833,5,-3.747,0,0.0471,0,0.112,0.693,107.977,256678,4
